Title,Business Category,Body,Trip Advisor ID,Quarter,Address Line 1,Address Line 2,Town,Postcode,Longitude,Latitude,Telephone Number,Website,Email Address,Monday Opening Times,Tuesday Opening Times,Wednesday Opening Times,Thursday Opening Times,Friday Opening Times,Saturday Opening Times,Sunday Opening Times,Bank Holiday Opening Times,Facebook,Instagram,Twitter,Youtube
Claire's Accessories,"Shopping, Clothing, Jewellery",Earpiercing specialist  and high street fashion accessories for all ages.,,Central,11 Westgate Street,,Ipswich,IP1 3DR,1.1518439,52.0581282,01473 258269,www.claires.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,10:30 - 16:30,10:30 - 10:30,https://www.facebook.com/claires/,https://www.instagram.com/clairesstores/,https://twitter.com/claireseurope?lang=en-gb,
Clarks,"Shopping, Footwear","From contemporary looks inspired by the catwalk to shoes that put growing feet in safe hands, one name says it all: Clarks. The world number one in 'everyday footwear', we design, innovate, manufacture and sell more than 50 million pairs of shoes every year.",,Central,14 Westgate Street,,Ipswich,IP1 3EG,1.1516579,52.0584949,01473 257066,www.clarks.co.uk,,09:30 - 18:00,09:30 - 18:00,09:30 -18:00,09:30 - 18:00,09:30 -18:00,09:30 - 18:00,10:00 - 16:30,10:00 - 10:00,https://www.facebook.com/ClarksShoes/,https://www.instagram.com/clarksshoes/,https://twitter.com/clarksshoes,https://www.youtube.com/user/clarksshoes
Coral,"Shopping, Bookmakers","Part of the Gala Coral Group, Coral Interactive is a focused online sports-betting business with coral.co.uk as its main brand.
Coral Interactive is the division responsible for the online, mobile and telephone operations of the Coral brand. As one of the United Kingdom's leading ecommerce operations with over a decade of experience online it pride itself in offering its customers the widest range of betting and gaming products and opportunities.",,Central,5 Upper Brook Street,,Ipswich,IP4 1EG,1.1563004,52.0573267,01473 216371,www.coral.co.uk,,07:30 - 22:00,07:30 - 22:00,07:30 -22:00,07:30 - 22:00,07:30 -22:00,08:30 - 22:00,10:00 - 22:00,07:30 - 00:00,,,https://twitter.com/Coral,
Costa,"Food and Drink, Tea Houses Coffee Shops and Cafes","National coffee shop with a range of coffee's, cold drinks and snacks.",10252990,Central,1-5 Queen Street,,Ipswich,IP1 1SW,1.1527104,52.0568076,01473 230878,www.costa.co.uk,,07:00 - 18:00,07:00 - 18:00,07:00 -18:00,07:00 - 18:30,07:00 -18:30,07:00 - 18:30,08:00 - 17:00,09:00 - 08:00,https://www.facebook.com/CostaCoffee,https://www.instagram.com/costacoffee/,https://twitter.com/CostaCoffee,https://www.youtube.com/user/forcoffeelovers
Costa,"Food and Drink, Tea Houses Coffee Shops and Cafes",,10252990,,2-4 Carr Street,,Ipswich,Ip1 1SW,1.156443,52.057582,,,,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,09:00 - 17:00,,,,,
Cotswold Outdoor,"Shopping, Home and Garden","When you visit one of our stores, you'll discover the UK's most extensive range of outdoor clothing, rucksacks, footwear, camping products, travel accessories and climbing equipment from all the leading brands. What's more, our gear has been tried and tested by our staff who are passionate about the outdoors, so you can rest assured that you'll get the help and advice you need.",,Central,Great White Horse Hotel,43-45 Tavern Street,Ipswich,IP1 3AG,1.1554321,52.0576318,01473 250883,www.cotswoldoutdoor.com,,09:00 - 18:00,09:00 - 18:00,10:00 -18:00,09:00 - 20:00,09:00 -18:00,09:00 - 18:00,10:30 - 16:30,10:30 - 10:30,https://www.facebook.com/cotswoldoutdoor,https://www.instagram.com/cotswoldoutdoor/,https://twitter.com/CotswoldOutdoor,https://www.youtube.com/user/CotswoldOutdoor
Craftability,"Shopping, Books Crafts and Stationary","Arts and Crafts, dolls house supplies, Guiding and Scouting uniforms, badges and gifts, scrap booking supplies, haberdashery and wool, beading and all your hobby supplies.",,Central,4 St Lawrence Street,,Ipswich,IP1 1DN,1.1553573,52.0576413,01473 257550,www.craftability-Ipswich.co.uk,,09:30 - 17:00,09:30 - 17:00,09:30 -17:00,09:30 - 17:00,09:30 -17:00,09:30 - 17:00,CLOSED,CLOSED,https://www.facebook.com/Craftability-179335722116852/,,,
Crafted,"Professional Services, Design Marketing and Media, Digital","Crafted is a digital agency that specialises in web and software development, search marketing, conversion rate optimisation (CRO) and user experience (UX). With offices in London and Ipswich, our mantra is 'Experience Better'; helping brands to deliver a better online experience for their customers using insight driven strategies. Experience Better applies to everything we do, from our award winning work to our excellent client service. It's why we're a great place to work and a great agency to work with , and we're proud to work with fantastic brands, like Generator, Camelot and MSC Mediterranean Shipping Company. 

",,Saints,St Vincent House,Cutler Street,Ipswich,,1.1594671,52.0541078,,www.crafted.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,CLOSED,CLOSED,https://www.facebook.com/craftedmedia,,https://twitter.com/craftedmedia?lang=en-gb,
Crown Pools,"Things to Do, Sport and Leisure","There is no need to book for casual swimming. To find out when public swimming is available choose from the links below or call our recorded daily timetable on 01473 433655.

‚Ä¢	https://www.ipswich.gov.uk/content/competition-pool-public-swimming-timesCompetition pool public swimming 

‚Ä¢	https://www.ipswich.gov.uk/content/leisure-pool-public-swimming-timesLeisure pool public swimming 

‚Ä¢	https://www.ipswich.gov.uk/content/teaching-pool-public-swimming-timesTeaching pool public swimming 

If you want to swim regularly, more than once a week for example, our monthly memberships offer the best value for money. You can also pay per visit. 

Features: 

‚Ä¢	Swimming lessons 

‚Ä¢	Aqua fitness classes 

‚Ä¢	Profiles gym including opening times 

‚Ä¢	25m Competition Pool 

‚Ä¢	Teaching Pool (slightly warmer) 

‚Ä¢	Leisure Pool with beach area 

‚Ä¢	Sauna/steam room 

‚Ä¢	Wave machine every 20 minutes 

‚Ä¢	Inflatable slide (programmed) 

‚Ä¢	Freddy the Frog slide 

‚Ä¢	Mushroom fountain shower 

‚Ä¢	Spectator seating 

‚Ä¢	Vending with range of drinks and snacks 

‚Ä¢	Cr?®che 

‚Ä¢	Children's parties 

For more information, please visit the https://www.ipswich.gov.uk/content/crown-poolswebsite, or call 01473 433655.",,Central,Crown Street,,Ipswich,IP1 3JA,1.1530151,52.059482,01473 433655,www.ipswich.gov.uk/content/crown-pools,,07:00 - 20:30,07:00 - 20:30,07:00 -20:30,07:00 - 20:30,07:00 -22:30,07:30 - 16:30,07:30 - 16:30,07:30 - 07:30,,,,
Debenhams,"Shopping, Clothing, Footwear, Home and Garden, Jewellery, Shopping Centres and Department Stores","Debenhams is a leading international, multi-channel brand with a proud British heritage which trades out of over 240 stores across 27 countries. Debenhams gives its customers around the world a unique, differentiated and exclusive mix of own brands, international brands and concessions.",,Central,Westgate Street,,Ipswich,IP1 3EH,1.1511085,52.058505,0844 561 6161,www.debenhams.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -18:00,08:30 - 18:00,10:30 - 16:30,09:00 - 09:00,https://www.facebook.com/Debenhams/,https://www.instagram.com/debenhams/,https://twitter.com/Debenhams,https://www.youtube.com/user/DebenhamsRetail
Deesigner Hair Studio,"Health and Beauty, Hairdressers and Barbers","The Deesigner Hair Studio was opened in 1995 by Ipswich born Paul Rose and his South African wife, Dee.  The salon doubled in size in 1998 and is now established as one of the leading hair salons in Ipswich.

The salon operates on an ""appointment not necessary basis"" and with 20 cutting stations, it is never too long to wait for a cut.

The Deesigner Hair Studio is conveniently located in the Buttermarket Shopping Centre, at the top of the escalators, opposite the food court.  Parking can be found in the basement of the shopping centre.",,Central,Butter Market,St Stephens Lane,Ipswich,IP1 1DT,1.1547772,52.0565813,01473 215531,www.deesignerhair.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,08:00 - 22:00,CLOSED,00:00 - 08:00,https://www.facebook.com/Deesigner-Hair-Studio-629030953799304/,,,
Degero,"Food and Drink, Bars Clubs and Public Houses, Things to Do, Nightlife","A contemporary Bar & Eaterie just off the town centre main street. Degero has a wide variety to offer from serving good quality food to having a vast choice of Premium Spirits, Wine, Champagne, Beers and Freshly made Cocktails from Classics to Signatures.",2012740,Saints,11 St Nicholas Street,,Ipswich,IP1 1TH,1.1527551,52.0556733,01473 213010,www.degeros.co.uk,,16:00 - 01:00,16:00 - 01:00,16:00 - 01:00,16:00 - 01:00,12:00 -03:00,08:00 - 22:00,CLOSED,18:00 - 08:00,https://www.facebook.com/degerobar.offical,https://www.instagram.com/degerobar/,https://twitter.com/degerobar,
East of England CO-OP Pharmacy,"Health and Beauty, Pharmacy","Our friendly pharmacy colleagues are on hand to help you with your purchases, and our fully trained pharmacists can offer you professional health advice for minor ailments and other symptoms.",,Eastgate,8 Cox Lane,,Ipswich,IP4 1HT,1.1587963,52.056669,01473 253464,www.eastofengland.coop/pharmacy,,08:45 - 17:30,08:45 - 17:30,08:45 -17:30,08:45 - 17:30,08:45 -17:30,08:30 - 17:30,CLOSED,CLOSED,https://www.facebook.com/EastOfEnglandCoop/,,https://twitter.com/EoECoop,https://www.youtube.com/user/EastofEnglandCoop
Edinburgh Woollen Mill,"Shopping, Clothing","Our Vision

is to offer our customer quality products and brands, at an affordable price, in an environment and via staff offering knowledgeable personal service.

We offer a wide selection of exclusive brands in our stores including;

Isle - ageless style designed for the 50+ woman, covering her smart and casual lifestyle

James Pringle - established in Scotland in 1789 and steeped in traditional heritage for menswear

PG Field - authentic countrywear brand offering a complete wardrobe for the outdoor lifestyle

Hector Russell - authoritative kilt makers, providing quality clothing including traditional kilts, highland dress and Scottish accessories

The Cashmere Shop - (an exclusive destination for luxurious soft cashmere)

Proquip - Performance golf weatherwear for men and women

Hippo - Men's collection of golfwear which can also be worn as leisurewear

The Golf Company - Good quality golfwear for men and women",,Central,25-31 Butter Market,,Ipswich,IP1 1BH,1.1547808,52.0572306,01473 287647,www.ewm.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,10:30 - 16:30,09:30 - 09:30,https://www.facebook.com/edinburghwoollenmill/,https://www.instagram.com/theedinburghwoollenmill/,https://twitter.com/ewmonline,https://www.youtube.com/user/EWMchannel
Ensors,"Professional Services, Financial and Legal Services","The Ensors philosophy? It's simple. We aim to offer the highest levels of professionalism in a down-to-earth, service-orientated way. Whatever your needs, talk to Ensors Chartered Accountants. You'll be a client, not a number.",,Saints,St. Nicholas Street,,Ipswich,IP1 1TT,1.1526216,52.0546976,01473 220022,www.ensors.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,CLOSED,CLOSED,CLOSED,,,,
Ernest Jones,"Shopping, Jewellery","From modest beginnings in 1949, Ernest Jones has grown from a single store in London's Oxford Street to a highly reputable national chain of over 180 jewellery stores - bringing to suburban and provincial locations the quality, range, presentation and high standard of customer service once only available in London's West End.",,Central,Sailmakers,Tavern Street,Ipswich,IP1 3BB,1.1540978,52.0586693,01473 251514,www.ernestjones.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,CLOSED,10:00 - 10:00,https://www.facebook.com/ernestjonesjewellers/,https://www.instagram.com/ernestjonesjewellers/,https://twitter.com/ejonesjewellers,https://www.youtube.com/user/ErnestJonesJeweller
Timpson,"Professional Services, Utilities","Shoe repairs, key cutting, watch repairs and engraving.",,Central,44 Tavern Street,,Ipswich,IP1 3AP,1.1554842,52.0575547,01473 232216,www.timpson.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,CLOSED,CLOSED,CLOSED,,,https://twitter.com/cobblercare?lang=en,
Eversheds Solicitors,"Professional Services, Financial and Legal Services","Based inIpswich,Eversheds offers you a high quality legal service that focuses on innovative thinking and deep client relationships.

OurUK specialists deliver a full legal service where technical knowledge is strengthened by a detailed understanding of your organisation and the environment in which you operate.

From our office at51 Princes Streetyou can also access the expertise and resources of one of the world's largest law firms. Wherever you operate, we can provide you with a seamless service that will help you to succeed in all your global activities.",,Franciscan,Franciscan House,51 Princes Street,Ipswich,IP1 1UR,1.131861,52.0744043,01473 284428,www.eversheds.com,,07:30 - 20:30,07:30 - 20:30,08:30 -20:30,08:30 - 20:30,08:30 -20:30,09:00 - 17:30,CLOSED,00:00 - 10:00,https://www.facebook.com/evershedsllp/,,https://twitter.com/eversheds?lang=en-gb,https://www.youtube.com/user/EvershedsLLP
F.Hinds,"Shopping, Jewellery",At F.Hinds we pride ourselves on the level of customer care offered. Whether you visit us online or in store we aim always to ensure that your experience is an enjoyable one and that you will have no hesitation in making us your family's jeweler as so many of our customers have done over the past 150 years.,,Central,14 Tavern Street,,Ipswich,IP1 3AY,1.1540572,52.0577554,01473 233262,www.fhinds.co.uk,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:30 - 17:30,09:00 -17:30,09:00 - 17:30,10:15 - 16:15,10:00 - 10:00,https://www.facebook.com/fhindsjewellers/,https://www.instagram.com/fhindsjewellers/,https://twitter.com/fhindsjewellers,https://www.youtube.com/user/fhindsjewellers
Fat Face,"Shopping, Clothing","Shed your 9 to 5 skin because when all is said and done Better a bad day on the slopes than a good day in the office.

It all began in 1988, two friends desperately trying to avoid working for a living and enjoying all that the French Alps had to offer. The life was way too good to end too soon but money was running short. A plan was needed design some sweatshirts, sell 'em at night, ski during the day, stick around till Spring then head for the beach. Fat Face had been born.

We've grown a bit since then, we sell more than just a few sweatshirts these days and we've got a few more stores. But one thing will never change; we design kit for those who love to get out there, stuff that's built to withstand the demands of an active lifestyle. So, whether you're into extreme sports or just enjoy getting out amongst it our clothes are proudly designed by our team in England with a focus on modern styling and 'hero' pieces for your wardrobe. 

We care about the detail and we create clothes that are built to last, at prices you can trust. We wash them again and again, until they have that relaxed 'old favourite' feel, from new. We believe our clothes are washed in happiness, before they find their way to you. It's what makes FatFace different. We like that and we hope you do too.",,Central,17 Butter Market,,Ipswich,IP1 1BQ,1.1540844,52.0572332,01473 225265,www.fatface.com,,09:00 - 17:30,09:00 - 17:30,09:00 -17:30,09:00 - 17:30,09:00 -17:30,09:00 - 18:00,10:00 - 16:00,09:00 - 09:00,https://www.facebook.com/fatface/,https://www.instagram.com/fatface_uk/,https://twitter.com/FatFace,https://www.youtube.com/user/FatFaceLtd
